"schoolid","schoolname","cohort","lt_emp","bar_ftlt","bar_ftst","bar_ptlt","bar_ptst","bar_emp","jda_ftlt","jda_ftst","jda_ptlt","jda_ptst","jda_emp","prof_ftlt","prof_ftst","prof_ptlt","prof_ptst","prof_emp","nprof_ftlt","nprof_ftst","nprof_ptlt","nprof_ptst","nprof_emp","undet_ftlt","undet_ftst","undet_ptlt","undet_ptst","undet_emp","gradsch_ft","emp_def","unemp_ns","unemp_seek","emp_stat_unk","total_grads","fundbar_ftlt","fundbar_ftst","fundbar_ptlt","fundbar_ptst","fundbar_emp","lawfund_lt","lawfund_st","fundjda_ftlt","fundjda_ftst","fundjda_ptlt","fundjda_ptst","fundjda_emp","fundprof_ftlt","fundprof_ftst","fundprof_ptlt","fundprof_ptst","fundprof_emp","fundnprof_ftlt","fundnprof_ftst","fundnprof_ptlt","fundnprof_ptst","fundnprof_emp","funded_ftlt","funded_ftst","funded_ptlt","funded_ptst","funded_emp","solo_ftlt","solo_ftst","solo_ptlt","solo_ptst","solo_emp","solo_lt","solo_st","sz_1_10_ftlt","sz_1_10_ftst","sz_1_10_ptlt","sz_1_10_ptst","sz_1_10_emp","sz_2_10_lt","sz_2_10_st","sz_11_25_ftlt","sz_11_25_ftst","sz_11_25_ptlt","sz_11_25_ptst","sz_11_25_emp","sz_11_25_lt","sz_11_25_st","sz_26_50_ftlt","sz_26_50_ftst","sz_26_50_ptlt","sz_26_50_ptst","sz_26_50_emp","sz_26_50_lt","sz_26_50_st","sz_51_100_ftlt","sz_51_100_ftst","sz_51_100_ptlt","sz_51_100_ptst","sz_51_100_emp","sz_51_100_lt","sz_51_100_st","sz_101_250_ftlt","sz_101_250_ftst","sz_101_250_ptlt","sz_101_250_ptst","sz_101_250_emp","sz_101_250_lt","sz_101_250_st","sz_251_500_ftlt","sz_251_500_ftst","sz_251_500_ptlt","sz_251_500_ptst","sz_251_500_emp","sz_251_500_lt","sz_251_500_st","sz_501up_ftlt","sz_501up_ftst","sz_501up_ptlt","sz_501up_ptst","sz_501up_emp","sz_501up_lt","sz_501up_st","sz_unk_ftlt","sz_unk_ftst","sz_unk_ptlt","sz_unk_ptst","sz_unk_emp","sz_unk_lt","sz_unk_st","bsind_ftlt","bsind_ftst","bsind_ptlt","bsind_ptst","bsind_emp","bsind_lt","bsind_st","gov_ftlt","gov_ftst","gov_ptlt","gov_ptst","gov_emp","gov_lt","gov_st","pub_ftlt","pub_ftst","pub_ptlt","pub_ptst","pub_emp","pub_lt","pub_st","fedclk_ftlt","fedclk_ftst","fedclk_ptlt","fedclk_ptst","fedclk_emp","fedclk_lt","fedclk_st","locclk_ftlt","locclk_ftst","locclk_ptlt","locclk_ptst","locclk_emp","locclk_lt","locclk_st","othclk_ftlt","othclk_ftst","othclk_ptlt","othclk_ptst","othclk_emp","acad_ftlt","acad_ftst","acad_ptlt","acad_ptst","acad_emp","acad_lt","acad_st","unk_ftlt","unk_ftst","unk_ptlt","unk_ptst","unk_emp","total_ftlt","total_ftst","total_ptlt","total_ptst","total_emp_type","total_lt","total_st","state_emp1","state_emp1_num","state_emp2","state_emp2_num","state_emp3","state_emp3_num","foreign_emp_num"
"00270711","Columbia University","2019","","416","0","0","0","416","3","0","0","0","3","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","3","0","431","5","0","0","0","5","","","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","6","0","0","0","6","0","0","0","0","0","","","1","0","0","0","1","","","1","0","0","0","1","","","6","0","0","0","6","","","1","0","0","0","1","","","9","0","0","0","9","","","30","0","0","0","30","","","304","0","0","0","304","","","0","0","0","0","0","","","3","0","0","0","3","","","23","0","0","0","23","","","25","0","0","0","25","","","19","0","0","0","19","","","2","0","0","0","2","","","2","0","0","0","2","0","0","0","0","0","","","0","0","0","0","0","426","0","0","0","426","","","NY","307","CA","37","DC","31","7"
"00271101","Cornell University","2019","","170","0","0","0","170","2","0","0","0","2","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","3","0","3","9","0","194","1","3","0","0","4","","","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","3","0","1","5","0","0","0","0","0","","","6","0","0","0","6","","","1","0","0","0","1","","","1","0","0","0","1","","","2","0","0","0","2","","","5","0","0","0","5","","","20","0","0","0","20","","","105","0","0","0","105","","","0","0","0","0","0","","","4","0","0","0","4","","","9","0","0","0","9","","","6","0","0","0","6","","","12","2","0","0","14","","","3","0","0","0","3","","","0","0","0","0","0","1","1","0","1","3","","","0","0","0","0","0","175","3","0","1","179","","","NY","115","DC","12","CA","10","8"
"00272203","Fordham University","2019","","310","2","1","0","313","25","0","1","0","26","5","0","0","0","5","0","0","0","0","0","0","0","0","0","0","6","1","4","19","1","382","0","1","0","1","2","","","1","2","0","2","5","0","0","0","0","0","0","0","0","0","0","1","3","0","3","7","0","0","0","0","0","","","24","1","1","0","26","","","21","0","0","0","21","","","11","0","1","0","12","","","20","0","0","0","20","","","13","0","0","0","13","","","36","0","0","0","36","","","123","1","0","0","124","","","0","0","0","0","0","","","29","0","0","0","29","","","19","1","0","0","20","","","16","0","0","3","19","","","14","0","0","0","14","","","13","0","0","0","13","","","0","0","0","0","0","2","2","0","0","4","","","0","0","0","0","0","341","5","2","3","351","","","NY","302","NJ","17","CA","6","6"
"00273200","Hofstra University","2019","","162","0","2","0","164","13","0","2","0","15","1","0","1","0","2","1","0","0","1","2","0","0","0","0","0","2","2","2","17","4","211","1","0","0","0","1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","41","0","2","0","43","","","14","0","0","0","14","","","11","0","0","0","11","","","13","0","0","0","13","","","4","0","0","0","4","","","4","0","0","0","4","","","11","0","0","0","11","","","4","0","1","0","5","","","22","0","2","1","25","","","37","0","0","0","37","","","10","0","0","0","10","","","3","0","0","0","3","","","4","0","0","0","4","","","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","178","0","5","1","184","","","NY","158","NJ","7","DC","3","0"
"00278300","New York Law School","2019","","200","0","0","0","200","38","0","2","0","40","3","0","1","0","4","1","0","1","1","3","0","0","0","0","0","1","0","1","22","1","272","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","54","0","1","0","55","","","16","0","0","0","16","","","8","0","0","0","8","","","9","0","0","0","9","","","5","0","0","0","5","","","3","0","0","0","3","","","23","0","0","0","23","","","0","0","0","0","0","","","38","0","3","1","42","","","47","0","0","0","47","","","14","0","0","0","14","","","0","0","0","0","0","","","21","0","0","0","21","","","0","0","0","0","0","4","0","0","0","4","","","0","0","0","0","0","242","0","4","1","247","","","NY","198","NJ","30","CT","3","3"
"00278500","New York University","2019","","429","0","0","0","429","6","0","0","0","6","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","7","0","1","7","0","484","21","2","0","0","23","","","9","0","0","0","9","0","0","0","0","0","0","0","0","0","0","30","2","0","0","32","0","0","0","0","0","","","4","0","0","0","4","","","5","0","0","0","5","","","6","0","0","0","6","","","6","0","0","0","6","","","7","0","0","0","7","","","28","0","0","0","28","","","300","0","0","0","300","","","0","0","0","0","0","","","7","0","0","0","7","","","19","1","0","0","20","","","73","1","0","0","74","","","10","0","0","0","10","","","2","0","0","0","2","","","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","467","2","0","0","469","","","NY","354","DC","23","CA","22","10"
"00279102","Pace University","2019","","147","1","0","1","149","11","1","0","0","12","1","0","0","0","1","0","0","1","0","1","0","0","0","1","1","0","0","2","6","13","185","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","25","0","0","0","25","","","29","0","0","0","29","","","8","0","0","0","8","","","1","0","0","0","1","","","4","1","0","0","5","","","1","0","0","0","1","","","3","0","0","0","3","","","1","0","0","0","1","","","15","1","0","2","18","","","41","0","0","0","41","","","12","0","0","0","12","","","0","0","0","0","0","","","18","0","0","0","18","","","0","0","0","0","0","1","0","0","0","1","","","0","0","1","0","1","159","2","1","2","164","","","NY","123","NJ","22","CT","8","0"
"00282300","St. John's University","2019","","192","0","1","0","193","10","1","3","0","14","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","13","0","222","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","26","0","1","0","27","","","18","0","0","0","18","","","11","0","0","0","11","","","29","0","0","0","29","","","5","0","0","0","5","","","6","0","0","0","6","","","29","0","0","0","29","","","0","0","0","0","0","","","19","1","2","0","22","","","45","0","0","0","45","","","7","0","0","0","7","","","3","0","0","0","3","","","5","0","0","0","5","","","0","0","0","0","0","0","0","1","0","1","","","0","0","0","0","0","203","1","4","0","208","","","NY","191","NJ","5","VA","2","1"
"00283700","University of Buffalo-SUNY","2019","","96","4","0","0","100","17","1","1","0","19","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","5","13","1","141","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","29","2","1","0","32","","","12","0","0","0","12","","","14","0","0","0","14","","","3","1","0","0","4","","","11","0","0","0","11","","","6","1","0","0","7","","","2","0","0","0","2","","","0","0","0","0","0","","","6","0","0","0","6","","","12","0","0","0","12","","","9","0","0","0","9","","","4","0","0","0","4","","","4","0","0","0","4","","","0","0","0","0","0","2","0","0","0","2","","","0","1","0","0","1","114","5","1","0","120","","","NY","113","FL","1","MA","1","1"
"00288200","Syracuse University","2019","","127","1","2","1","131","10","1","0","1","12","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","8","0","2","12","16","183","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","23","0","1","0","24","","","8","0","0","0","8","","","19","0","0","0","19","","","4","0","1","0","5","","","3","0","0","0","3","","","5","0","0","0","5","","","3","0","0","0","3","","","0","0","0","0","0","","","10","0","0","2","12","","","24","1","0","0","25","","","16","1","0","1","18","","","2","0","0","0","2","","","20","0","0","0","20","","","0","0","0","0","0","1","0","0","0","1","","","0","0","0","0","0","138","2","2","3","145","","","NY","82","NJ","8","DC","7","0"
"00288600","Albany Law School of Union University","2019","","99","0","3","0","102","12","3","3","1","19","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","11","0","136","1","0","0","0","1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","","","14","0","4","1","19","","","10","0","0","0","10","","","7","0","0","0","7","","","6","0","0","0","6","","","8","0","0","0","8","","","11","0","0","0","11","","","3","0","0","0","3","","","1","0","0","0","1","","","7","0","1","0","8","","","26","3","1","0","30","","","6","0","0","0","6","","","3","0","0","0","3","","","9","0","0","0","9","","","0","0","0","0","0","1","0","0","0","1","","","0","0","0","0","0","113","3","6","1","123","","","NY","110","MA","3","DC","2","0"
"00290301","Cardozo School of Law","2019","","228","3","1","1","233","11","0","1","3","15","2","0","0","1","3","0","0","0","1","1","0","0","0","0","0","0","0","4","23","1","281","1","0","0","0","1","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","53","1","1","1","56","","","20","0","0","0","20","","","11","0","0","0","11","","","2","0","0","0","2","","","9","0","0","0","9","","","8","0","0","0","8","","","41","0","0","0","41","","","0","0","0","0","0","","","25","0","1","5","31","","","34","0","0","0","34","","","29","1","0","0","30","","","2","0","0","0","2","","","8","1","0","0","9","","","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","242","3","2","6","253","","","NY","216","NJ","14","FL","4","2"
"00291300","Campbell University","2019","","85","2","3","0","90","3","2","1","2","8","1","0","0","1","2","1","0","0","0","1","0","0","0","0","0","0","0","1","5","2","112","3","0","0","0","3","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","3","4","0","1","0","5","","","34","1","2","0","37","","","10","0","0","0","10","","","3","0","0","0","3","","","4","0","0","0","4","","","5","0","0","0","5","","","1","0","0","0","1","","","3","0","0","0","3","","","1","0","0","0","1","","","5","3","0","3","11","","","10","0","0","0","10","","","2","0","1","0","3","","","5","0","0","0","5","","","3","0","0","0","3","","","0","0","0","0","0","3","0","0","0","3","","","0","0","0","0","0","93","4","4","3","104","","","NC","91","DC","3","VA","3","0"
"00292002","Duke University","2019","","208","0","0","0","208","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","2","221","1","3","0","0","4","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","4","0","0","0","0","0","","","0","0","0","0","0","","","1","0","0","0","1","","","1","0","0","0","1","","","2","0","0","0","2","","","8","0","0","0","8","","","13","0","0","0","13","","","124","0","0","0","124","","","0","0","0","0","0","","","7","0","0","0","7","","","8","1","0","0","9","","","8","2","0","0","10","","","31","0","0","0","31","","","7","0","0","0","7","","","0","0","0","0","0","2","0","0","0","2","","","0","0","0","0","0","212","3","0","0","215","","","NY","67","DC","31","NC","23","9"
"00292701","Elon University","2019","","67","0","1","0","68","14","4","0","1","19","3","0","1","0","4","0","2","0","0","2","0","0","0","0","0","1","1","3","4","1","103","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","","","30","0","0","0","30","","","4","0","0","0","4","","","5","0","0","0","5","","","3","0","0","0","3","","","3","0","0","0","3","","","0","0","0","0","0","","","0","0","0","0","0","","","0","0","0","0","0","","","16","4","1","1","22","","","14","2","0","0","16","","","4","0","1","0","5","","","0","0","0","0","0","","","3","0","0","0","3","","","0","0","0","0","0","1","0","0","0","1","","","0","0","0","0","0","84","6","2","1","93","","","NC","58","DC","7","FL","5","0"
"00295000","North Carolina Central University","2019","","59","0","0","1","60","14","1","0","0","15","4","4","1","1","10","0","1","0","0","1","0","1","0","0","1","1","0","0","28","0","117","0","0","0","0","0","","","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","2","0","0","0","2","","","2","0","0","0","2","","","0","0","0","0","0","","","0","0","0","0","0","","","0","0","0","0","0","","","0","0","0","0","0","","","0","0","0","0","0","","","0","0","0","0","0","","","30","1","0","0","31","","","12","0","0","0","12","","","21","0","1","1","23","","","5","0","0","0","5","","","0","0","0","0","0","","","1","0","0","0","1","","","0","0","0","0","0","1","1","0","1","3","","","3","5","0","1","9","77","7","1","3","88","","","NC","66","VA","5","DC","3","0"
"00297400","University of North Carolina","2019","","159","0","1","1","161","29","0","0","0","29","1","0","0","1","2","0","0","0","0","0","0","0","0","0","0","6","0","0","8","0","206","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","","","21","0","0","0","21","","","8","0","0","0","8","","","7","0","0","1","8","","","6","0","0","0","6","","","7","0","0","0","7","","","11","0","0","0","11","","","37","0","0","0","37","","","0","0","0","0","0","","","31","0","0","0","31","","","32","0","0","0","32","","","9","0","0","0","9","","","9","0","0","0","9","","","8","0","0","0","8","","","0","0","0","0","0","3","0","0","1","4","","","0","0","0","0","0","189","0","1","2","192","","","NC","119","DC","17","NY","13","0"
"00297805","Wake Forest University","2019","","131","1","2","0","134","14","1","0","0","15","1","0","0","1","2","0","0","0","0","0","0","0","0","0","0","4","0","1","5","0","161","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","22","0","0","0","22","","","5","0","0","0","5","","","6","0","0","0","6","","","6","0","0","0","6","","","6","0","0","0","6","","","7","0","0","0","7","","","26","0","1","0","27","","","0","0","0","0","0","","","17","0","0","1","18","","","18","0","0","0","18","","","8","0","1","0","9","","","7","1","0","0","8","","","17","0","0","0","17","","","0","0","0","0","0","1","1","0","0","2","","","0","0","0","0","0","146","2","2","1","151","","","NC","70","NY","16","DC","12","1"
"00300500","University of North Dakota","2019","","68","0","0","1","69","5","0","0","0","5","2","0","0","0","2","0","0","1","0","1","0","0","0","0","0","3","2","3","10","13","108","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","","","31","0","0","0","31","","","5","0","0","0","5","","","0","0","0","0","0","","","0","0","0","0","0","","","4","0","0","0","4","","","0","0","0","0","0","","","0","0","0","0","0","","","0","0","0","0","0","","","3","0","0","1","4","","","6","0","1","0","7","","","7","0","0","0","7","","","4","0","0","0","4","","","14","0","0","0","14","","","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","75","0","1","1","77","","","ND","46","MN","7","MT","4","5"
"00302302","Capital University","2019","","63","1","0","0","64","5","1","1","0","7","11","1","0","0","12","1","0","0","0","1","0","0","0","0","0","1","1","1","11","3","101","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","","","22","2","0","0","24","","","9","0","0","0","9","","","1","0","0","0","1","","","1","0","0","0","1","","","1","0","0","0","1","","","3","0","0","0","3","","","4","0","0","0","4","","","0","0","0","0","0","","","11","1","0","0","12","","","22","0","0","0","22","","","1","0","1","0","2","","","0","0","0","0","0","","","1","0","0","0","1","","","0","0","0","0","0","2","0","0","0","2","","","0","0","0","0","0","80","3","1","0","84","","","OH","69","CA","1","MI","1","0"
"00302400","Case Western Reserve University","2019","","99","2","1","0","102","12","1","3","1","17","1","1","0","0","2","0","1","0","2","3","0","0","0","0","0","3","0","4","6","1","143","1","2","0","0","3","","","0","1","0","1","2","0","0","0","0","0","0","0","0","0","0","1","3","0","1","5","0","0","0","0","0","","","21","0","2","1","24","","","7","0","0","0","7","","","3","0","0","0","3","","","1","0","0","0","1","","","8","0","0","0","8","","","9","0","0","0","9","","","9","0","0","0","9","","","0","1","0","0","1","","","13","4","1","2","20","","","22","1","1","0","24","","","15","1","0","1","17","","","1","0","0","0","1","","","3","0","0","0","3","","","0","0","0","0","0","1","1","0","0","2","","","0","0","0","0","0","113","8","4","4","129","","","OH","69","NY","10","DC","5","5"
"00303200","Cleveland State University","2019","","55","1","2","0","58","16","0","3","0","19","4","1","0","0","5","0","0","1","0","1","0","0","0","0","0","1","0","0","4","0","88","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","","","23","0","1","0","24","","","6","0","2","0","8","","","5","0","0","0","5","","","2","0","0","0","2","","","8","0","0","0","8","","","1","0","0","0","1","","","3","0","0","0","3","","","0","0","0","0","0","","","12","1","2","0","15","","","10","1","1","0","12","","","4","0","0","0","4","","","0","0","0","0","0","","","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","75","2","6","0","83","","","OH","78","IL","1","MI","1","0"
"00308900","Ohio Northern University","2019","","38","0","0","0","38","1","0","0","0","1","2","0","0","0","2","0","0","1","0","1","0","0","0","0","0","1","0","2","2","0","47","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","14","0","0","0","14","","","4","0","0","0","4","","","0","0","0","0","0","","","2","0","0","0","2","","","0","0","0","0","0","","","0","0","0","0","0","","","0","0","0","0","0","","","0","0","0","0","0","","","4","0","0","0","4","","","10","0","0","0","10","","","2","0","0","0","2","","","1","0","0","0","1","","","3","0","0","0","3","","","0","0","0","0","0","0","0","0","0","0","","","1","0","1","0","2","41","0","1","0","42","","","OH","22","DC","3","CA","2","0"
"00309000","Ohio State University","2019","","132","0","0","0","132","13","0","2","0","15","2","1","1","0","4","0","0","1","0","1","0","0","0","0","0","1","1","0","5","3","168","1","0","0","0","1","","","1","0","0","4","5","0","0","0","0","0","0","0","0","0","0","2","0","0","4","6","0","0","0","0","0","","","10","0","0","0","10","","","6","0","0","0","6","","","10","0","0","0","10","","","7","0","0","0","7","","","9","0","0","0","9","","","9","0","0","0","9","","","21","0","0","0","21","","","0","0","0","0","0","","","30","1","3","0","34","","","20","0","1","0","21","","","11","0","0","0","11","","","10","0","0","0","10","","","4","0","0","0","4","","","0","0","0","0","0","2","0","0","4","6","","","0","0","0","0","0","149","1","4","4","158","","","OH","108","NY","10","DC","6","5"
"00312300","University of Akron","2019","","82","1","2","1","86","24","0","3","0","27","2","0","2","0","4","1","0","2","0","3","0","0","0","0","0","0","0","0","8","1","129","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","6","","","27","1","3","0","31","","","6","0","1","0","7","","","5","0","0","0","5","","","5","0","0","0","5","","","8","0","0","0","8","","","0","0","0","0","0","","","1","0","0","0","1","","","0","0","0","0","0","","","30","0","4","0","34","","","14","0","1","1","16","","","3","0","0","0","3","","","0","0","0","0","0","","","2","0","0","0","2","","","0","0","0","0","0","2","0","0","0","2","","","0","0","0","0","0","109","1","9","1","120","","","OH","103","PA","6","NY","2","1"
"00312500","University of Cincinnati","2019","","86","2","1","2","91","12","3","0","0","15","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","4","0","2","7","1","121","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","22","0","1","0","23","","","8","0","0","0","8","","","3","0","0","0","3","","","2","0","0","0","2","","","7","0","0","0","7","","","3","0","0","0","3","","","12","0","0","0","12","","","1","0","0","0","1","","","13","4","0","3","20","","","7","0","0","0","7","","","9","1","0","0","10","","","2","0","0","0","2","","","8","0","0","0","8","","","0","0","0","0","0","1","0","0","0","1","","","0","0","0","0","0","98","5","1","3","107","","","OH","76","KY","6","NY","4","0"
"00312700","University of Dayton","2019","","58","1","0","1","60","12","1","0","2","15","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","5","1","84","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","20","0","0","2","22","","","6","0","0","1","7","","","1","0","0","0","1","","","3","0","0","0","3","","","1","0","0","0","1","","","1","0","0","0","1","","","4","0","0","0","4","","","0","0","0","0","0","","","11","2","0","0","13","","","14","0","0","0","14","","","10","0","0","0","10","","","0","0","0","0","0","","","1","0","0","0","1","","","0","0","0","0","0","0","0","0","0","0","","","0","0","0","0","0","72","2","0","3","77","","","OH","44","NY","6","IN","5","0"
"00313100","University of Toledo","2019","","49","0","2","1","52","15","0","1","0","16","1","0","0","1","2","2","0","0","0","2","0","0","0","0","0","0","1","2","3","2","80","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","24","0","0","1","25","","","4","0","0","0","4","","","4","0","0","0","4","","","1","0","0","0","1","","","3","0","0","0","3","","","0","0","0","0","0","","","0","0","0","0","0","","","0","0","0","0","0","","","11","0","1","1","13","","","8","0","0","0","8","","","7","0","2","0","9","","","2","0","0","0","2","","","0","0","0","0","0","","","0","0","0","0","0","3","0","0","0","3","","","0","0","0","0","0","67","0","3","2","72","","","OH","41","MI","19","IL","4","0"
"00316614","Oklahoma City University","2019","","85","0","5","0","90","9","1","0","0","10","5","1","0","0","6","1","0","0","0","1","0","0","0","0","0","2","3","2","13","2","129","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","4","","","33","1","3","0","37","","","13","0","0","0","13","","","5","0","0","0","5","","","0","0","1","0","1","","","5","0","0","0","5","","","0","0","0","0","0","","","0","0","0","0","0","","","0","0","0","0","0","","","12","1","0","0","13","","","17","0","0","0","17","","","11","0","0","0","11","","","0","0","0","0","0","","","0","0","0","0","0","","","0","0","0","0","0","1","0","0","0","1","","","0","0","0","0","0","100","2","5","0","107","","","OK","81","TX","15","CA","2","1"
"00318400","University of Oklahoma","2019","","155","0","2","0","157","6","1","0","0","7","4","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","174","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","4","","","34","0","0","0","34","","","15","0","0","0","15","","","6","0","0","0","6","","","5","0","0","0","5","","","7","0","0","0","7","","","0","0","0","0","0","","","5","0","0","0","5","","","25","1","1","0","27","","","15","0","0","0","15","","","34","0","0","0","34","","","6","0","0","0","6","","","1","0","0","0","1","","","2","0","1","0","3","","","0","0","0","0","0","2","0","0","0","2","","","4","0","0","0","4","165","1","2","0","168","","","OK","110","TX","26","CO","9","0"
"00318500","University of Tulsa","2019","","62","0","0","0","62","16","1","0","0","17","3","0","0","0","3","0","0","0","0","0","0","0","0","1","1","2","1","1","1","0","88","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","","","22","0","0","0","22","","","18","0","0","0","18","","","2","0","0","0","2","","","0","0","0","0","0","","","2","0","0","0","2","","","0","0","0","0","0","","","2","0","0","0","2","","","0","0","0","0","0","","","12","1","0","1","14","","","9","0","0","0","9","","","8","0","0","0","8","","","2","0","0","0","2","","","0","0","0","0","0","","","0","0","0","0","0","2","0","0","0","2","","","0","0","0","0","0","81","1","0","1","83","","","OK","58","TX","12","VA","3","2"
"00319100","Concordia Law School","2019","","25","0","1","0","26","3","0","1","1","5","0","0","0","0","0","1","1","1","1","4","0","0","0","0","0","1","0","0","3","0","39","0","0","0","0","0","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","","","10","0","2","0","12","","","1","0","0","0","1","","","0","0","0","0","0","","","1","0","0","0","1","","","0","0","0","0","0","","","0","0","0","0","0","","","0","0","0","0","0","","","0","0","0","0","0","","","2","1","0","1","4","","","5","0","0","0","5","","","6","0","0","1","7","","","0","0","0","0","0","","","3","0","0","0","3","","","0","0","0","0","0","0","0","1","0","1","","","0","0","0","0","0","29","1","3","2","35","","","ID","21","CA","3","OR","3","0"
"00319700","Lewis and Clark College","2019","","120","0","1","1","122","25","0","1","0","26","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","4","2","4","11","1","174","0","0","0","0","0","","","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","0","0","0","2","","","35","0","1","0","36","","","13","0","0","1","14","","","16","0","0","0","16","","","2","0","0","0","2","","","3","0","0","0","3","","","2","0","0","0","2","","","1","0","0","0","1","","","0","0","0","0","0","","","15","0","0","0","15","","","15","0","0","0","15","","","27","0","1","0","28","","","4","0","0","0","4","","","11","0","0","0","11","","","0","0","0","0","0","1","0","0","2","3","","","0","0","0","0","0","147","0","2","3","152","","","OR","116","WA","7","CA","6","2"
"00322300","University of Oregon","2019","","71","1","0","0","72","10","1","0","1","12","0","0","0","0","0","0","0","1","1","2","0","0","0","0","0","4","1","1","3","0","96","0","0","0","0","0","","","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","","","16","0","0","1","17","","","3","0","0","0","3","","","3","0","0","0","3","","","0","0","0","0","0","","","2","0","0","0","2","","","0","0","0","0","0","","","1","0","0","0","1","","","0","0","0","0","0","","","4","0","0","1","5","","","20","1","0","0","21","","","8","0","1","0","9","","","4","0","0","0","4","","","18","1","0","0","19","","","0","0","0","0","0","2","0","0","1","3","","","0","0","0","0","0","81","2","1","3","87","","","OR","49","WA","7","CA","4","1"
