"schoolid","schoolname","calendaryear","totaljd","hispanicjd","amindianjd","asianjd","blackjd","nathawjd","twoormorejd","minorityjd","whitejd","nonresalienjd","unknownjd","menjd","hispanicmenjd","amindianmenjd","asianmenjd","blackmenjd","nathawmenjd","twoormoremenjd","minoritymenjd","whitemenjd","nonresalienmenjd","unknownmenjd","womenjd","hispanicwomenjd","amindianwomenjd","asianwomenjd","blackwomenjd","nathawwomenjd","twoormorewomenjd","minoritywomenjd","whitewomenjd","nonresalienwomenjd","unknownwomenjd","otherjd","hispanicotherjd","amindianotherjd","asianotherjd","blackotherjd","nathawotherjd","twoormoreotherjd","minorityotherjd","whiteotherjd","nonresalienotherjd","unknownotherjd","totalftjd","fthispanicjd","ftamindjd","ftasianjd","ftblackjd","ftnathawjd","fttwoormorejd","ftminorityjd","ftwhitejd","ftnonresalienjd","ftunknownjd","totalptjd","pthispanicjd","ptamindjd","ptasianjd","ptblackjd","ptnathawjd","pttwoormorejd","ptminorityjd","ptwhitejd","ptnonresalienjd","ptunknownjd","totaljd1","hispanicjd1","amindianjd1","asianjd1","blackjd1","nathawjd1","twoormorejd1","minorityjd1","whitejd1","nonresalienjd1","unknownjd1","amindianmenjd1","amindianotherjd1","amindianwomenjd1","asianmenjd1","asianotherjd1","asianwomenjd1","blackmenjd1","blackotherjd1","blackwomenjd1","hispanicmenjd1","hispanicotherjd1","hispanicwomenjd1","minoritymenjd1","minorityotherjd1","minoritywomenjd1","nathawmenjd1","nathawotherjd1","nathawwomenjd1","nonresalienmenjd1","nonresalienotherjd1","nonresalienwomenjd1","twoormoremenjd1","twoormoreotherjd1","twoormorewomenjd1","unknownmenjd1","unknownotherjd1","unknownwomenjd1","whitemenjd1","whiteotherjd1","whitewomenjd1","menjd1","otherjd1","womenjd1","totaljd2","amindianjd2","amindianmenjd2","amindianotherjd2","amindianwomenjd2","asianjd2","asianmenjd2","asianotherjd2","asianwomenjd2","blackjd2","blackmenjd2","blackotherjd2","blackwomenjd2","hispanicjd2","hispanicmenjd2","hispanicotherjd2","hispanicwomenjd2","minorityjd2","minoritymenjd2","minorityotherjd2","minoritywomenjd2","nathawjd2","nathawmenjd2","nathawotherjd2","nathawwomenjd2","nonresalienjd2","nonresalienmenjd2","nonresalienotherjd2","nonresalienwomenjd2","twoormorejd2","twoormoremenjd2","twoormoreotherjd2","twoormorewomenjd2","unknownjd2","unknownmenjd2","unknownotherjd2","unknownwomenjd2","whitejd2","whitemenjd2","whiteotherjd2","whitewomenjd2","menjd2","otherjd2","womenjd2","totaljd3","amindianjd3","amindianmenjd3","amindianotherjd3","amindianwomenjd3","asianjd3","asianmenjd3","asianotherjd3","asianwomenjd3","blackjd3","blackmenjd3","blackotherjd3","blackwomenjd3","hispanicjd3","hispanicmenjd3","hispanicotherjd3","hispanicwomenjd3","minorityjd3","minoritymenjd3","minorityotherjd3","minoritywomenjd3","nathawjd3","nathawmenjd3","nathawotherjd3","nathawwomenjd3","nonresalienjd3","nonresalienmenjd3","nonresalienotherjd3","nonresalienwomenjd3","twoormorejd3","twoormoremenjd3","twoormoreotherjd3","twoormorewomenjd3","unknownjd3","unknownmenjd3","unknownotherjd3","unknownwomenjd3","whitejd3","whitemenjd3","whiteotherjd3","whitewomenjd3","menjd3","otherjd3","womenjd3","totaljd4","amindianjd4","amindianmenjd4","amindianotherjd4","amindianwomenjd4","asianjd4","asianmenjd4","asianotherjd4","asianwomenjd4","blackjd4","blackmenjd4","blackotherjd4","blackwomenjd4","hispanicjd4","hispanicmenjd4","hispanicotherjd4","hispanicwomenjd4","minorityjd4","minoritymenjd4","minorityotherjd4","minoritywomenjd4","nathawjd4","nathawmenjd4","nathawotherjd4","nathawwomenjd4","nonresalienjd4","nonresalienmenjd4","nonresalienotherjd4","nonresalienwomenjd4","twoormorejd4","twoormoremenjd4","twoormoreotherjd4","twoormorewomenjd4","unknownjd4","unknownmenjd4","unknownotherjd4","unknownwomenjd4","whitejd4","whitemenjd4","whiteotherjd4","whitewomenjd4","menjd4","otherjd4","womenjd4"
"00362300","St. Mary's University","2019","737","359","6","24","40","1","0","430","299","0","8","347","167","4","10","17","1","0","199","145","0","3","390","192","2","14","23","0","0","231","154","0","5","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","294","146","2","8","13","0","0","169","117","0","8","1","0","1","2","0","6","7","0","6","60","0","86","70","0","99","0","0","0","0","0","0","0","0","0","3","0","5","51","0","66","124","0","170","200","1","0","0","1","9","4","0","5","11","5","0","6","95","48","0","47","116","57","0","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","84","47","0","37","104","0","96","235","3","3","0","0","7","4","0","3","15","5","0","10","114","56","0","58","140","69","0","71","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95","46","0","49","115","0","120","8","0","0","0","0","0","0","0","0","1","0","0","1","4","3","0","1","5","3","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","0","2","4","0","4"
"00364200","Texas Southern University","2019","577","139","4","33","345","0","2","523","51","3","0","209","54","2","16","113","0","1","186","22","1","0","368","85","2","17","232","0","1","337","29","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","195","47","0","11","120","0","2","180","15","0","0","0","0","0","5","0","6","39","0","81","16","0","31","61","0","119","0","0","0","0","0","0","1","0","1","0","0","0","8","0","7","69","0","126","173","2","0","0","2","17","10","0","7","85","28","0","57","44","18","0","26","148","56","0","92","0","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","23","7","0","16","64","0","109","209","2","2","0","0","5","1","0","4","140","46","0","94","48","20","0","28","195","69","0","126","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","13","7","0","6","76","0","133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00364400","Texas Tech University","2019","404","35","2","9","19","0","58","123","271","1","9","228","16","1","5","8","0","22","52","171","0","5","176","19","1","4","11","0","36","71","100","1","4","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","147","18","0","4","10","0","22","54","90","1","2","0","0","0","1","0","3","4","0","6","8","0","10","22","0","32","0","0","0","0","0","1","9","0","13","1","0","1","50","0","40","73","0","74","129","1","1","0","0","3","2","0","1","5","2","0","3","7","3","0","4","37","17","0","20","0","0","0","0","0","0","0","0","21","9","0","12","5","3","0","2","87","53","0","34","73","0","56","128","1","0","0","1","2","2","0","0","4","2","0","2","10","5","0","5","32","13","0","19","0","0","0","0","0","0","0","0","15","4","0","11","2","1","0","1","94","68","0","26","82","0","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00364500","Texas A&M University","2019","480","95","0","15","24","1","9","144","321","5","10","213","44","0","5","10","0","6","65","143","1","4","266","51","0","10","14","1","3","79","177","4","6","1","0","0","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","175","34","0","6","10","0","2","52","116","3","4","0","0","0","3","0","3","4","0","6","13","0","21","22","0","30","0","0","0","0","0","3","2","0","0","2","0","2","51","1","64","75","1","99","172","0","0","0","0","7","2","0","5","5","2","0","3","37","16","0","21","57","24","0","33","1","0","0","1","1","0","0","1","7","4","0","3","3","0","0","3","111","39","0","72","63","0","109","129","0","0","0","0","2","0","0","2","9","4","0","5","24","15","0","9","35","19","0","16","0","0","0","0","1","1","0","0","0","0","0","0","3","2","0","1","90","50","0","40","72","0","57","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","1","3","0","1"
"00365200","University of Houston","2019","679","129","1","67","39","1","20","257","398","19","5","338","63","0","29","17","1","8","118","210","8","2","341","66","1","38","22","0","12","139","188","11","3","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","210","33","0","24","9","0","9","75","131","3","1","0","0","0","12","0","12","5","0","4","13","0","20","34","0","41","0","0","0","0","0","3","4","0","5","0","0","1","63","0","68","97","0","113","204","1","0","0","1","23","8","0","15","12","4","0","8","44","22","0","22","84","36","0","48","0","0","0","0","7","3","0","4","4","2","0","2","4","2","0","2","109","56","0","53","97","0","107","245","0","0","0","0","19","9","0","10","16","6","0","10","49","27","0","22","91","44","0","47","0","1","0","0","9","5","0","4","7","2","0","5","0","0","0","0","145","81","0","64","130","0","115","20","0","0","0","0","1","0","0","1","2","2","0","0","3","1","0","2","7","4","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","10","0","3","14","0","6"
"00365800","University of Texas at Austin","2019","985","149","4","74","36","0","38","301","625","27","32","523","67","3","30","14","0","16","130","359","12","22","462","82","1","44","22","0","22","171","266","15","10","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","288","40","1","32","10","0","10","93","172","12","11","1","0","0","13","0","19","2","0","8","16","0","24","35","0","58","0","0","0","4","0","8","3","0","7","9","0","2","104","0","68","152","0","136","378","2","1","0","1","24","9","0","15","14","6","0","8","64","33","0","31","123","60","0","63","0","0","0","0","3","2","0","1","19","11","0","8","11","6","0","5","241","136","0","105","204","0","174","319","1","1","0","0","18","8","0","10","12","6","0","6","45","18","0","27","85","35","0","50","0","0","0","0","12","6","0","6","9","2","0","7","10","7","0","3","212","119","0","93","167","0","152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00367000","Brigham Young University","2019","336","18","3","7","5","4","17","54","260","7","15","193","10","3","3","4","4","8","32","150","2","9","143","8","0","4","1","0","9","22","110","5","6","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","124","2","1","3","3","1","6","16","102","2","4","1","0","0","1","0","2","3","0","0","1","0","1","11","0","5","1","0","0","1","0","1","4","0","2","3","0","1","57","0","45","72","0","52","105","1","1","0","0","3","1","0","2","1","1","0","0","11","5","0","6","19","11","0","8","2","2","0","0","5","1","0","4","1","1","0","0","6","2","0","4","75","38","0","37","52","0","53","107","1","1","0","0","1","1","0","0","1","0","0","1","5","4","0","1","19","10","0","9","1","0","0","0","0","0","0","0","10","3","0","7","5","4","0","1","83","55","0","28","69","0","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00367500","University of Utah","2019","292","26","5","13","3","2","0","49","234","3","6","161","11","3","5","1","0","0","20","135","2","4","131","15","2","8","2","2","0","29","99","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","104","6","2","6","2","1","0","17","84","1","2","0","0","2","3","0","3","1","0","1","3","0","3","7","0","10","0","0","1","0","0","1","0","0","0","1","0","1","41","0","43","49","0","55","94","3","3","0","0","4","1","0","3","0","0","0","0","16","7","0","9","23","11","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","71","48","0","23","59","0","35","94","0","0","0","0","3","1","0","2","1","0","0","1","4","1","0","3","9","2","0","7","1","0","0","1","2","2","0","0","0","0","0","0","4","3","0","1","79","46","0","33","53","0","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00370500","William and Mary Law School","2019","603","14","0","24","29","0","19","86","468","20","29","274","8","0","11","5","0","8","32","221","5","16","329","6","0","13","24","0","11","54","247","15","13","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","240","6","0","10","7","0","9","32","186","12","10","0","0","0","4","0","6","0","0","7","6","0","0","15","0","17","0","0","0","2","0","10","5","0","4","4","0","6","97","0","89","118","0","122","183","0","0","0","0","3","1","0","2","13","3","0","10","3","0","0","3","25","6","0","19","0","0","0","0","4","2","0","2","6","2","0","4","11","8","0","3","143","63","0","80","79","0","104","180","0","0","0","0","11","6","0","5","9","2","0","7","5","2","0","3","29","11","0","18","0","0","0","0","4","1","0","3","4","1","0","3","8","4","0","4","139","61","0","78","77","0","103","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00374400","University of Richmond","2019","388","13","1","11","31","0","14","70","277","18","23","178","5","0","5","17","0","5","32","126","10","10","209","8","1","6","14","0","9","38","151","8","12","1","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","","135","9","0","6","12","0","3","30","90","3","12","0","0","0","3","0","3","5","0","7","5","0","4","14","0","16","0","0","0","1","0","2","1","0","2","5","1","6","38","0","52","58","1","76","138","0","0","0","0","1","0","0","1","8","6","0","2","3","0","0","3","19","9","0","10","0","0","0","0","7","4","0","3","7","3","0","4","5","3","0","2","107","53","0","54","69","0","69","115","1","0","0","1","4","2","0","2","11","6","0","5","1","0","0","1","21","9","0","12","0","0","0","0","8","5","0","3","4","1","0","3","6","2","0","4","80","35","0","45","51","0","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00374500","University of Virginia","2019","964","61","1","60","55","1","32","210","715","6","33","525","36","0","31","23","0","22","112","389","2","22","439","25","1","29","32","1","10","98","326","4","11","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","335","22","0","24","18","0","9","73","249","3","10","0","0","0","12","0","12","9","0","9","12","0","10","41","0","32","0","0","0","2","0","1","8","0","1","9","0","1","132","0","117","184","0","151","315","1","0","0","1","23","13","0","10","17","8","0","9","20","12","0","8","72","41","0","31","0","0","0","0","3","0","0","3","11","8","0","3","12","7","0","5","228","129","0","99","177","0","138","314","0","0","0","0","13","6","0","7","20","6","0","14","19","12","0","7","65","30","0","35","1","0","0","1","0","0","0","0","12","6","0","6","11","6","0","5","238","128","0","110","164","0","150","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00374900","George Mason University","2019","497","38","1","32","8","0","23","102","378","4","13","270","17","0","17","6","0","10","50","206","3","11","227","21","1","15","2","0","13","52","172","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","139","13","0","9","0","0","4","26","105","1","7","0","0","0","4","0","5","0","0","0","4","0","9","9","0","17","0","0","0","0","0","1","1","0","3","5","0","2","62","0","43","76","0","63","147","0","0","0","0","7","4","0","3","5","3","0","2","11","5","0","6","33","19","0","14","0","0","0","0","2","2","0","0","10","7","0","3","2","2","0","0","110","59","0","51","82","0","65","166","1","0","0","1","11","4","0","7","2","2","0","0","8","4","0","4","27","12","0","15","0","0","0","0","1","1","0","0","5","2","0","3","4","4","0","0","134","69","0","65","86","0","80","45","0","0","0","0","5","5","0","0","1","1","0","0","6","4","0","2","16","10","0","6","0","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0","29","16","0","13","26","0","19"
"00376800","Washington and Lee University","2019","401","19","3","22","24","1","13","82","269","16","34","206","9","2","10","6","1","7","35","147","8","16","194","10","1","12","18","0","6","47","122","8","17","1","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","","124","7","2","6","11","0","3","29","67","6","22","2","0","0","3","0","3","4","0","7","3","0","4","13","0","16","0","0","0","3","0","3","1","0","2","11","1","10","35","0","32","62","1","61","123","0","0","0","0","9","3","0","6","5","1","0","4","7","3","0","4","25","9","0","16","1","1","0","0","4","1","0","3","3","1","0","2","5","2","0","3","89","55","0","34","67","0","56","154","1","0","0","1","7","4","0","3","8","1","0","7","5","3","0","2","28","13","0","15","0","0","0","0","6","4","0","2","7","5","0","2","7","3","0","4","113","57","0","56","77","0","77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00377800","Gonzaga University","2019","375","30","3","7","3","1","13","57","297","4","17","184","15","3","3","2","0","6","29","143","1","11","191","15","0","4","1","1","7","28","154","3","6","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","139","12","2","2","3","0","3","22","109","1","7","2","0","0","1","0","1","2","0","1","6","0","6","13","0","9","0","0","0","0","0","1","2","0","1","5","0","2","52","0","57","70","0","69","133","1","1","0","0","2","0","0","2","0","0","0","0","9","6","0","3","16","8","0","8","0","0","0","0","3","1","0","2","4","1","0","3","5","4","0","1","109","55","0","54","68","0","65","103","0","0","0","0","3","2","0","1","0","0","0","0","9","3","0","6","19","8","0","11","1","0","0","1","0","0","0","0","6","3","0","3","5","2","0","3","79","36","0","43","46","0","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00379001","Seattle University","2019","647","87","3","58","31","2","50","231","389","9","18","253","27","2","15","11","2","21","78","166","2","7","394","60","1","43","20","0","29","153","223","7","11","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","226","34","2","21","10","0","19","86","130","6","4","2","0","0","6","0","15","5","0","5","7","0","27","27","0","59","0","0","0","1","0","5","7","0","12","2","0","2","57","0","73","87","0","139","208","1","0","0","1","18","2","0","16","10","3","0","7","26","13","0","13","65","22","0","43","2","2","0","0","1","0","0","1","8","2","0","6","7","1","0","6","135","53","0","82","76","0","132","194","0","0","0","0","17","6","0","11","10","3","0","7","27","7","0","20","74","27","0","47","0","0","0","0","2","1","0","1","20","11","0","9","7","4","0","3","111","52","0","59","84","0","110","19","0","0","0","0","2","1","0","1","1","0","0","1","0","0","0","0","6","2","0","4","0","0","0","0","0","0","0","0","3","1","0","2","0","0","0","0","13","4","0","9","6","0","13"
"00379800","University of Washington","2019","493","43","4","50","13","1","25","136","313","25","19","199","20","0","19","4","1","10","54","129","7","9","289","23","4","31","9","0","15","82","181","17","9","5","0","0","0","0","0","0","0","3","1","1","","","","","","","","","","","","","","","","","","","","","","","164","17","0","12","2","0","8","39","110","8","7","0","0","0","4","0","8","1","0","1","8","0","9","15","0","24","0","0","0","2","1","5","2","0","6","4","1","2","40","3","67","61","5","98","172","3","0","0","3","18","6","0","12","6","2","0","4","16","5","0","11","54","18","0","36","1","1","0","0","8","2","0","6","10","4","0","6","5","2","0","3","105","42","0","63","64","0","108","157","1","0","0","1","20","9","0","11","5","1","0","4","10","7","0","3","43","21","0","22","0","0","0","0","9","3","0","6","7","4","0","3","7","3","0","4","98","47","0","51","74","0","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00382700","West Virginia University","2019","329","11","0","3","8","0","11","33","294","0","2","167","7","0","1","5","0","3","16","150","0","1","162","4","0","2","3","0","8","17","144","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","115","3","0","2","2","0","4","11","104","0","0","0","0","0","1","0","1","1","0","1","1","0","2","4","0","7","0","0","0","0","0","0","1","0","3","0","0","0","50","0","54","54","0","61","107","0","0","0","0","0","0","0","0","2","2","0","0","3","2","0","1","10","6","0","4","0","0","0","0","0","0","0","0","5","2","0","3","2","1","0","1","95","52","0","43","59","0","48","107","0","0","0","0","1","0","0","1","4","2","0","2","5","4","0","1","12","6","0","6","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","95","48","0","47","54","0","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00386300","Marquette University","2019","572","65","0","11","34","1","12","123","449","0","0","293","37","0","5","19","0","5","66","227","0","0","279","28","0","6","15","1","7","57","222","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","200","29","0","6","7","0","4","46","154","0","0","0","0","0","3","0","3","3","0","4","15","0","14","22","0","24","0","0","0","0","0","0","1","0","3","0","0","0","86","0","68","108","0","92","186","0","0","0","0","1","0","0","1","12","6","0","6","24","14","0","10","43","23","0","20","0","0","0","0","0","0","0","0","6","3","0","3","0","0","0","0","143","66","0","77","89","0","97","172","0","0","0","0","4","2","0","2","15","10","0","5","12","8","0","4","34","21","0","13","1","0","0","1","0","0","0","0","2","1","0","1","0","0","0","0","138","67","0","71","88","0","84","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","8","0","6","8","0","6"
"00389500","University of Wisconsin","2019","650","60","2","19","24","1","24","130","477","20","23","331","28","1","11","8","0","11","59","251","10","11","319","32","1","8","16","1","13","71","226","10","12","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","230","23","0","5","9","0","13","50","163","10","7","0","0","0","3","0","2","1","0","8","12","0","11","23","0","27","0","0","0","6","0","4","7","0","6","2","0","5","77","0","86","108","0","122","269","1","1","0","0","10","7","0","3","9","3","0","6","23","11","0","12","53","25","0","28","1","0","0","1","9","4","0","5","9","3","0","6","12","6","0","6","195","102","0","93","137","0","132","151","1","0","0","1","4","1","0","3","6","4","0","2","14","5","0","9","27","11","0","16","0","0","0","0","1","0","0","1","2","1","0","1","4","3","0","1","119","72","0","47","86","0","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00393200","University of Wyoming","2019","226","10","7","4","1","0","2","24","197","1","4","126","2","4","2","0","0","1","9","114","0","3","100","8","3","2","1","0","1","15","83","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","73","9","3","1","1","0","0","14","54","1","4","1","0","2","0","0","1","0","0","1","2","0","7","3","0","11","0","0","0","0","0","1","0","0","0","3","0","1","33","0","21","39","0","34","86","2","2","0","0","3","2","0","1","0","0","0","0","1","0","0","1","8","5","0","3","0","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0","78","47","0","31","52","0","34","67","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65","34","0","31","35","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"00393600","Pontifical Catholic University of P.R.","2019","381","381","0","0","0","0","0","381","0","0","0","148","148","0","0","0","0","0","148","0","0","0","233","233","0","0","0","0","0","233","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","133","133","0","0","0","0","0","133","0","0","0","0","0","0","0","0","0","0","0","0","53","0","80","53","0","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","53","0","80","101","0","0","0","0","0","0","0","0","0","0","0","0","101","33","0","68","101","33","0","68","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","0","68","121","0","0","0","0","0","0","0","0","0","0","0","0","121","48","0","73","121","48","0","73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48","0","73","26","0","0","0","0","0","0","0","0","0","0","0","0","26","14","0","12","26","14","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","12"
"00393801","Inter American University of Puerto Rico","2019","681","670","0","0","7","0","0","677","4","0","0","253","249","0","0","2","0","0","251","2","0","0","428","421","0","0","5","0","0","426","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","148","142","0","0","4","0","0","146","2","0","0","0","0","0","0","0","0","1","0","3","43","0","99","44","0","102","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","45","0","103","246","0","0","0","0","0","0","0","0","3","1","0","2","242","95","0","147","245","96","0","149","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","96","0","150","158","0","0","0","0","0","0","0","0","0","0","0","0","157","64","0","93","157","64","0","93","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","65","0","93","129","0","0","0","0","0","0","0","0","0","0","0","0","129","47","0","82","129","47","0","82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","47","0","82"
"00394200","University of Puerto Rico","2019","567","531","0","0","0","0","26","557","1","0","9","233","216","0","0","0","0","14","230","0","0","3","334","315","0","0","0","0","12","327","1","0","6","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","138","102","0","0","0","0","26","128","1","0","9","0","0","0","0","0","0","0","0","0","44","0","58","58","0","70","0","0","0","0","0","0","14","0","12","3","0","6","0","0","1","61","0","77","218","0","0","0","0","0","0","0","0","0","0","0","0","218","82","0","136","218","82","0","136","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82","0","136","180","0","0","0","0","0","0","0","0","0","0","0","0","180","78","0","102","180","78","0","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","78","0","102","31","0","0","0","0","0","0","0","0","0","0","0","0","31","12","0","19","31","12","0","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","19"
"00394700","University of California-Hastings","2019","945","165","13","204","24","3","0","409","449","33","54","394","76","5","72","8","3","0","164","194","8","28","550","88","8","132","16","0","0","244","255","25","26","1","1","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","346","62","4","80","13","1","0","160","165","5","16","1","0","3","30","0","50","3","0","10","28","1","33","63","1","96","1","0","0","0","0","5","0","0","0","8","0","8","66","0","99","137","1","208","285","2","1","0","1","62","21","0","41","6","1","0","5","56","29","0","27","127","53","0","74","1","1","0","0","8","3","0","5","0","0","0","0","15","9","0","6","135","51","0","84","116","0","169","314","7","3","0","4","62","21","0","41","5","4","0","1","47","19","0","28","122","48","0","74","1","0","0","0","20","5","0","15","0","0","0","0","23","11","0","12","149","77","0","72","141","0","173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
