Order,School ID,school,USNRank,Overall,USNScore,Peer Rep,Lawyer Judge Rep,LSAT,UPGA,Student Selectivity,Employed at Graduation,Employed at 9 mos,Bar Passage,Financial Aid,Direct Expenses,Student-Faculty Ratio,Library,Peer,Lawyer/Judge,Student/Faculty,LSAT_percentile,UGPA,Acceptance,Grad Impute,employed9mo,Bar Passage,FinAid,DirExp,Library
183,3151,St. Mary's University,150,1,-0.555491682,-0.87648885,-0.583705972,-0.841391874,-0.233383515,-1.059966985,0.123976647,0.361569422,-0.793606267,-0.953799811,-0.869208322,-1.016418196,-0.528182495,1.6,2.4,14.5,0.4726,3.04,70,42.7104,72.4,0.958823529,6244,23347.5,514435
184,3173,St. Thomas University,150,1,-0.8284281,-1.107947702,-1.496325626,-1.391440884,-0.258975807,-0.6430547,-0.605034607,-0.659881478,-1.141269587,-0.485200218,-1.004989421,4.494577059,-0.166790541,1.4,1.7,,0.356,3.02,63,27.7704,57.4,0.915384615,13198,21268,694124
185,3077,Suffolk University,150,1,-0.815270127,-0.645029998,-0.322957499,-1.553247755,-0.067033617,-2.191586045,-0.789014797,-1.143368237,-0.84561259,0.085488588,-0.813381037,-2.004596656,-0.428720215,1.8,2.6,17.1,0.3217,3.17,89,24,50.3,0.952325581,21667,24202.5,563889
186,3152,Texas Southern University,150,1,-1.393042877,-1.107947702,-1.365951389,-1.73109379,-4.123411885,0.309887667,-0.736256633,-0.84374264,-8.46754977,-1.241266861,-0.797481687,4.494577059,-1.562818281,1.4,1.8,,0.284,0,47,25.0812,54.7,,1978,24446,0
187,3181,Thomas Jefferson School of Law,150,1,-1.021556103,-1.223677128,-1.365951389,-1.73109379,-0.56608331,-1.893791555,-1.076910808,-1.776667795,-2.446455637,-0.782572954,0.327552377,4.494577059,-0.626707552,1.3,1.8,,0.284,2.78,84,18.1,41,0.752307692,8785,41676,465447
188,3115,Touro College,150,1,-0.969733164,-0.992218276,-1.496325626,-1.553247755,-0.220587369,-0.940849189,-0.605034607,-0.659881478,-1.475018751,-0.504135577,-0.111263144,-2.992775116,-0.428694069,1.5,1.7,19.7,0.3217,3.05,68,27.7704,57.4,0.873684211,12917,34955.5,563902
189,3081,University of Detroit Mercy,150,1,-0.929807168,-1.107947702,-1.365951389,-0.465886717,-0.105422055,-0.107024619,-1.09104211,-1.340848745,-1.160006877,-0.561110117,-1.026504147,-0.408308375,-0.155089333,1.4,1.8,12.9,0.5522,3.14,54,17.8104,47.4,0.913043478,12071.5,20938.5,699942
190,3177,University of Puerto Rico,150,1,-1.577505557,-0.992218276,-1.105202917,-1.869785393,-4.123411885,-0.226142414,-1.815193289,-2.355489972,1.065507244,-1.374555615,-2.39368498,4.494577059,-1.562818281,1.5,2,,0.2546,0,56,2.97,32.5,1.191111111,,,0
191,3178,University Of the District of Columbia,150,1,-1.155141997,-1.107947702,-1.626699862,-1.21548181,-0.297364245,0.965035544,-1.387506687,-1.756238777,-3.015165832,-1.220950097,-1.050924503,0.389835765,-0.779066614,1.4,1.6,10.8,0.3933,2.99,36,11.7348,41.3,0.68125,2279.5,20564.5,389692
192,3010,University of the Pacific,150,1,-0.555192349,-0.529300572,-0.322957499,-0.641845792,-0.105422055,-1.357761474,-0.915884225,-1.374897108,-0.156223513,0.480031386,-0.036402345,-0.636349558,-0.269591427,1.9,2.6,13.5,0.5149,3.14,75,21.4,46.9,1.038461538,27522,36102,643010
193,3057,Valparaiso University,150,1,-0.821911316,-0.87648885,-0.322957499,-1.73109379,-0.143810493,-1.47687927,-0.935519709,-1.122939219,-1.071544941,0.151054795,-0.599768214,-0.370301511,-0.436256211,1.6,2.6,12.8,0.284,3.11,77,20.9976,50.6,0.924096386,22640,27474,560142
194,3080,Western Michigan University Thomas M. Cooley Law School,150,1,-1.182495543,-1.45513598,-1.496325626,-1.73109379,-0.284568099,-1.953350453,-1.630510438,-2.09672241,-1.705172775,-0.669634657,-0.366338337,4.494577059,0.427306223,1.1,1.7,,0.284,3,85,6.7548,36.3,0.844927536,10461,31049,989517
195,3078,Western New England University,150,1,-1.067853231,-1.107947702,-1.496325626,-1.553247755,-0.079829763,-1.77467376,-0.984120459,-1.191035946,-1.7090392,-0.459088291,-0.418509098,-0.940404469,-0.49572562,1.4,1.7,14.3,0.3217,3.16,82,20.0016,49.6,0.844444444,13585.5,30250,530573
196,3183,Western State College of Law,150,1,-1.201784415,-1.45513598,-1.626699862,-1.032918373,-0.131014347,-0.6430547,-1.261144736,-1.579187288,1.075084081,-0.356021987,-1.142239659,-2.004596656,-1.176789029,1.1,1.6,17.1,0.432,3.12,63,14.3244,43.9,1.192307692,15115,19166,191939
197,3022,Whittier College,150,1,-1.273014393,-1.107947702,-1.105202917,-1.553247755,-0.412529558,-1.298202576,-1.936695165,-2.525731788,-0.574868094,-0.129741079,-0.842176163,-1.282466243,0.362247667,1.4,2,15.2,0.3217,2.9,74,0.48,30,0.986153846,18473,23761.5,957169
198,3028,Widener University,150,1,-0.615542172,-0.760759424,-0.844454444,-1.032918373,-0.169402785,-0.6430547,-0.652386182,-0.462400971,-0.483812138,0.499707987,-0.584162692,0.503856357,-0.226710461,1.7,2.2,10.5,0.432,3.09,63,26.8,60.3,0.997530864,27814,27713,664331
